id,language,clean_text,task1,task2,emotion
4591,es,caracas municipio libertador se consigue de todo hay gochos que traen una papa blanca fea afectadas por plagas medianas pequeas entre mil esta el top papa blanca buena de calidad grande entre mil un millon el,non-sexist,non-sexist,fear
4592,es,bien fea pero bueno,sexist,objectification,joy
4593,es,tiene muchos jugadores pero ni ninguno sirve pa un culo cmo es posible que nadie se ponga la camiseta sabiendo que tiene otro partido muy importante para el domingo jodido no tenemos nada,non-sexist,non-sexist,joy
4594,es,de ese vi casi todo le pegaron un tiro en el pie una chica un ajuste de cuentas aparentemente las repito todo muy sereno jajaja,non-sexist,non-sexist,anger
4595,es,,non-sexist,non-sexist,fear
4596,es,siempre es la misma situacin cuando paso por mi chava para salir pasearque la falda esta muy corta que prefiere un pantaln que con esa mini falda pensaran que es lo peor tiene muy grande su boca con ese lpiz labial,sexist,objectification,joy
4597,es,ser mujer hoy en daun corto acerca de las problemticas que aquejan las mujeres da dadirigido por tomas albarracnescrito por benjamin pereiraprotagonizado por luciano benutti martin pilo yamil gimnezbasado en el caso de ramiro fernndez,non-sexist,non-sexist,joy
4598,es,que sabes tu de poemas calabaza lagartona bruta,sexist,misogyny-non-sexual-violence,fear
4599,es,pero con cuidado porque en cualquier momento aparece un seor de aos para ligar con las menores la vez que les hace mansplaining,sexist,sexual-violence,anger
4600,es,maldita la gracia de las leyes sexistas injustas de la malversacin millonaria por muy ridculo que sea el feminismo es muy nocivo hace mucho dao,sexist,ideological-inequality,anger
4601,es,hermana yositecreo,non-sexist,non-sexist,anger
4602,es,todo eso es correcto pero no se puede comparar ni de lejos el dao que hacen las mujeres unos otroses que ni por asomo,sexist,ideological-inequality,joy
4603,es,trivia quin iba al volantehombre mujer hagan sus apuestas,sexist,stereotyping-dominance,joy
4604,es,final final finaaaaaaaaal reparto de puntos en vista alegre cardona confirm la igualdad entre los dos equipos con un gol en el ltimo suspiro somosfutsal,non-sexist,non-sexist,joy
4605,es,mi experiencia al volante aos confirmo que la mujer panamea carece de cortesa en el manejodios,sexist,stereotyping-dominance,joy
4606,es,no amigaes verdad aprend quererte por tus publicaciones buena onda adems se nota en tus fotos la cara de mujer sincera dulce adems que debes serojo que no sean mal pensados los que leen estoyo soy sincero frontalme gusta decir cuando alguien me cae bien,non-sexist,non-sexist,joy
4607,es,yo no cmo hay gente inescrupulosa sin educacin que le gusta daar la gente pero ellos son un cero la izquierda para nosotros yo como mam de una seorita ahgase me duele ver mi hija con el corazn destrozado marktuanweloveyoujaebeomweloveyou,non-sexist,non-sexist,anger
4608,es,las mujeres argentinas tan feministas tan guarronas,sexist,ideological-inequality,anger
4609,es,jajajajaj como sea perra chau pareces una puta se queja de todo llorona,sexist,misogyny-non-sexual-violence,fear
4610,es,aqu le hablan seora para unas cosas muy hembra empoderada para otras muy mujer sumisa,sexist,stereotyping-dominance,fear
4611,es,para la mujer sea obediente al hombre para lo satisfaga en todo para procrear para llevar hijos homosexuales terapias reorientacin sexualmanifiesto puse en twitter gracias estampar tu firma como lder partido jefe puede empezar dar tiros,sexist,stereotyping-dominance,anger
4612,es,anunci la captura de un supuesto feminicida acusado de asesinar dos mujeres dejar sus cadveres en la carretera de oroms informacin en la nota,sexist,misogyny-non-sexual-violence,fear
4613,es,me quiero follar atsumu yakuza sus deliciosas curvas me excitan demasiado tanto que me hacen llegar al orgasmo de solo verlas me gustara darle unas fuertes nalgadas sus blancas suaves pompas joder me tienes demente ni puedo verte en los fanarts porque se me pone dura,sexist,objectification,joy
4614,es,hola diana mira no pesques insulto descalificaciones de twiter es solo eso el tipo que escribi en realudad no tiene idea de canto dao han hecho las palabras en las mujeres del indole que sean en dale eres genial como eres no te revajes insultos gratuitos,non-sexist,non-sexist,joy
4615,es,mi la neta si me dan miedo las mujeres con pitowey si pueden torcer las leyes del universo de la biologa del sentido comn que no son capaces de hacer pueden hasta quitar presidentes si se lo proponen,sexist,ideological-inequality,fear
4616,es,manspreading femenino consiste en la colocacin estratgica del bolso en una especie de lebensraum que busca mantener raya los untermensch,sexist,ideological-inequality,fear
4617,es,feminismo es una droga que hace dao la sociedad familia perjudica de lo que ayudamanipula extorsina impone la fuerza su manera de serpensar actuarcuando soy libre de pensar de expresarme con respeto si me golpea me voy defender,sexist,ideological-inequality,joy
4618,es,no se deje doa zopi invntese su propio hashtag para que se chingue la lagartona devora viejitos de nalgaryt,sexist,misogyny-non-sexual-violence,anger
4619,es,coludidos para reprimir asesinar violar los estos son verdaderos delincuentesurge un cambio radical,non-sexist,non-sexist,anger
4620,es,por suscripcin fans paga las usuarias el restante es para la plataformael de las creadoras de contenido son mujeres restante son hombres gay en su mayora,non-sexist,non-sexist,anger
4621,es,acabo de leer que una chica perdi su beb los das que naci sin que nadie le avisara que poda suceder estoy llorando mares yo me morira,non-sexist,non-sexist,joy
4622,es,exijo que hagan valer nuestros derechos que se dejen llevar por la piraa de un hombre sin tica ni credibilidad que merece ser presidente por corrupto ladrn respeten nuestro derecho elegir ser elegidos democraciaenriesgoec,non-sexist,non-sexist,anger
4623,es,no puedo creer tenga mi lado un hombre tan asombroso como lo es rubn algo hice muy bien,non-sexist,non-sexist,joy
4624,es,un sujeto anormal tengan mucho cuidado este elemento es un peligro para la sociedad humana tienes defectos muy peligrosos le gusta pegar personas mayores acosar mujeres jovenes hroe va ha ser es enfermo quiz cuando se cruce corran escapen,non-sexist,non-sexist,fear
4625,es,tendremos un sistema de salud como dinamarca suecia inglaterra ningun mexicano ha estado sin atencin mdica acabaremos con la inseguridad desde el er da ya no manda la delincuencia organizada como era antes somos un gobierno protege las mujeresvxm,non-sexist,non-sexist,fear
4626,es,miren estomgtow,non-sexist,non-sexist,fear
4627,es,la higiene democrtica es azotar hasta que sangren las mujeres que no nos agradan,sexist,misogyny-non-sexual-violence,fear
4628,es,cuerpo humano es una mquina increble capaz de hazaas increbles funciona en estrecha colaboracin con la mente cada uno depende del otro para rendir al mximo por eso el bienestar fsico de tu equipo de trabajo est tan estrechamente relacionad,non-sexist,non-sexist,joy
4629,es,no estoy de acuerdo ya que la estructura de su cuerpo es diferente la de una mujer que los huesos msculos son diferentes se sabe que hay mujeres con habilidades algunas pueden tener resistencia agilidad dems pero no es la norma,sexist,stereotyping-dominance,anger
4630,es,cuarentenaref avance de la causa contra jos miguel padilla repudio la complicidad de la iglesia catlica eldolornoestencuarentenarompelsilencioyositecreonuncamassolxs,non-sexist,non-sexist,anger
4631,es,salvadosultraderecha la estrecha vinculacin de hazte vox abascal es amigo de arsuaga,non-sexist,non-sexist,joy
4632,es,jamas le desearia un mal una feminazi suficiente tienen con ser feas,sexist,objectification,joy
4633,es,osea que como es un ciudadano privado puede violar la ley pues tambin puede matar alguien entonces un ciudadano privado segn tu criterio,non-sexist,non-sexist,fear
4634,es,hombre si pero con el feminismo el lo llevan haciendo desde que es trendy,sexist,ideological-inequality,joy
4635,es,la violencia digital es acoso hostigamiento difusin de material con contenido sexual en internet sin el consentimiento de la persona afecta dignidad integridad seguridad libre desarrollo proyecto de vida advirti la instructora venus xchitl araujo milln,non-sexist,non-sexist,fear
4636,es,redonda para la coccin sea perfecta la caja es cuadrada por que el cartn viene en laminas rectangulares de esta forma se ahorra material se corta en triangulo por que es la forma de dividir un circulo en forma equitativa jaja,sexist,stereotyping-dominance,joy
4637,es,al final su varn perfecto termin siendo la cosa asquerosa porque super gracioso rerse de una mujer en situacin de prostitucin que gracioso rerse de un trabajo que promueve la violacin abuso denigracin karchez sos una basura,sexist,sexual-violence,joy
4638,es,esas tetas,sexist,objectification,fear
4639,es,juls me ama usd tienen putas,sexist,misogyny-non-sexual-violence,joy
4640,es,no me lo creia puse el en el hace eso minutos despus encima se parte la polla cuando le echan amarilla hroe,non-sexist,non-sexist,joy
4641,es,como que que falta de taste merece top,non-sexist,non-sexist,joy
4642,es,,non-sexist,non-sexist,fear
4643,es,de verdad che por eso haste de cuentas que estoy reprimida en un colegio de mojas dont like it,non-sexist,non-sexist,fear
4644,es,si facilitamos el camino las mujeres para que desempeen trabajos prestigiosos tpicamente masculinos ingenieras etc es difcil que la sociedad termine de creerse del todo aquello de que ellas son capaces de hacer lo mismo que un hombre tan bien como lo hace un hombre,sexist,ideological-inequality,joy
4645,es,hostia en serio yo desde que vi un poco su trayectoria no tanto ya no me parece la tpica rubia tonta que vive de pap,sexist,stereotyping-dominance,joy
4646,es,mi apoyo contundente julio guzmn por construir confianza en el pueblo mediante la igualdad de oportunidades para todos el mejor capacitado de entre todos los dems candidatos honesto con sensibilidad social vocacin de servicio,non-sexist,non-sexist,joy
4647,es,eso eso ha estado sorprendentemente bien trabajaremos en la pronunciacin la alegra ajena casi se contagiaba mas el porte rgido serio de un hombre como boba se mantuvo imperturbable tan solo le dedic una efmera caricia en la mejilla con el pulgar enguantado,non-sexist,non-sexist,fear
4648,es,creeme que odio hacer esto por que es muy mansplaining de mi parte pero te dejo bases cientficas para que te contentes,non-sexist,non-sexist,joy
4649,es,se han cambiado los papeles la izquierda ha cogido lo peor de la derecha histrica la superioridad moral la derecha ha cogido lo peor de la izquierda histrica victimismo,non-sexist,non-sexist,anger
4650,es,que te refieres con agenda retrgrada contra el derecho decidir de las mujeres te refieres que es el abortotu madre no pens como por eso ests aqu la va antes que nada las mujeres pueden decidir por ellas no por la vida de otro ser,sexist,ideological-inequality,anger
4651,es,agradecer de nuevo la estrecha colaboracin de con nuestro club hoy sesin de pilates como trabajo de recuperacin tras dos partidos seguidostodos juntos sumamos osuna bote club,non-sexist,non-sexist,joy
4652,es,azcona seor contrae matrimonio con una seorita tiene hermanos como consecuencia el seor tiene cuados si los encuentra por la calle ha de detenerse saludarlos interesarse por sus problemas animarlos en amarguras gasto de tiempo sin que se derive ninguna ventaja,non-sexist,non-sexist,fear
4653,es,lo pero la mayora de gente que usa el trmino feminazi lo usa para referirse simples feministas cuyas ideas se centran en lograr equidad entre gneros ejemplo este caso con marina mientras que por otro lado el trmino feminazi se refiere un trmino mucho,sexist,ideological-inequality,joy
4654,es,si una mujer me agarra las bolas puedo denunciarla por acoso sexual,sexist,ideological-inequality,anger
4655,es,mucho gusto estrecha la mano soy el seraphim mariel,non-sexist,non-sexist,joy
4656,es,me quiero follar al osito bimbo sus deliciosas curvas me excitan demasiado tanto que me hacen llegar al orgasmo de solo verlas me gustara darle unas fuertes nalgadas sus blancas suaves pompas joder me tienes demente ni puedo verte en el supermercado porque se me pone dura,non-sexist,non-sexist,joy
4657,es,dejarn de decirme que me vaya la cocina fregar pero me seguirn diciendo cosas tipo dile tu madre que te haga la cena como lo light que suelen deciraunque si me cambio el nombre empezarn con insultos tipo maricnel para variar lleno de nios rata,sexist,stereotyping-dominance,anger
4658,es,porqu se averguenzan tanto los de vox no tienen valor para afirmar que son nazis yo me siento super orgullosa de ser antifa no me molesto en ocultarlo porque es lo que soy conclusion son tal escoria que se repelen mismos nazisenvox,non-sexist,non-sexist,joy
